,Survived,Pclass,Sex,Embarked,Title,AgeC,FamilySize,Alone,NameLength,FareC,Position,Pair
594,0,2,0,0,0,2.0,1,0,23,2.0,U,0
595,0,3,0,0,0,2.0,2,0,27,2.0,U,0
596,1,2,1,0,1,2.0,0,1,26,3.0,U,0
597,0,3,0,0,0,2.0,0,1,19,0.0,U,0
598,0,3,0,1,0,1.0,0,1,17,0.0,U,0
599,1,1,0,1,4,2.0,1,0,44,3.0,1,0
600,1,2,1,0,2,1.0,3,0,51,2.0,U,0
601,0,3,0,0,0,1.0,0,1,20,0.0,U,0
602,0,1,0,0,0,2.0,0,1,25,3.0,U,0
603,0,3,0,0,0,2.0,0,1,25,1.0,U,0
604,1,1,0,1,0,2.0,0,1,31,2.0,U,0
605,0,3,0,0,0,2.0,1,0,29,2.0,U,0
606,0,3,0,0,0,1.0,0,1,17,0.0,U,0
607,1,1,0,0,0,1.0,0,1,27,2.0,U,0
608,1,2,1,1,2,1.0,3,0,53,3.0,U,0
609,1,1,1,0,1,2.0,0,1,25,3.0,3,1
610,0,3,1,0,2,2.0,6,0,57,3.0,U,0
611,0,3,0,0,0,1.0,0,1,21,0.0,U,0
612,1,3,1,2,1,1.0,1,0,27,2.0,U,0
613,0,3,0,2,0,2.0,0,1,16,0.0,U,0
614,0,3,0,0,0,2.0,0,1,31,1.0,U,0
615,1,2,1,0,1,1.0,3,0,19,3.0,U,0
616,0,3,0,0,0,1.0,2,0,25,1.0,U,0
617,0,3,1,0,2,1.0,1,0,47,2.0,U,0
618,1,2,1,0,1,0.0,3,0,27,3.0,6,0
619,0,2,0,0,0,1.0,0,1,19,1.0,U,0
620,0,3,0,1,0,1.0,1,0,19,1.0,U,0
621,1,1,0,0,0,2.0,1,0,28,3.0,4,1
622,1,3,0,1,0,1.0,2,0,16,2.0,U,0
623,0,3,0,0,0,1.0,0,1,27,0.0,U,0
624,0,3,0,0,0,1.0,0,1,27,2.0,U,0
625,0,1,0,0,0,3.0,0,1,21,3.0,4,0
626,0,2,0,2,4,3.0,0,1,30,1.0,U,0
627,1,1,1,0,1,1.0,0,1,29,3.0,4,1
628,0,3,0,0,0,1.0,0,1,25,0.0,U,0
629,0,3,0,2,0,1.0,0,1,24,0.0,U,0
630,1,1,0,0,0,3.0,0,1,36,2.0,1,1
631,0,3,0,0,0,2.0,0,1,27,0.0,U,0
632,1,1,0,1,4,1.0,0,1,25,2.0,2,0
633,0,1,0,0,0,2.0,0,1,29,0.0,U,0
634,0,3,1,0,1,0.0,5,0,18,2.0,U,0
635,1,2,1,0,1,1.0,0,1,17,1.0,U,0
636,0,3,0,0,0,1.0,0,1,26,1.0,U,0
637,0,2,0,0,0,1.0,2,0,19,2.0,U,0
638,0,3,1,0,2,2.0,5,0,38,3.0,U,0
639,0,3,0,0,0,1.0,1,0,26,2.0,U,0
640,0,3,0,0,0,1.0,0,1,22,0.0,U,0
641,1,1,1,1,4,1.0,0,1,20,3.0,2,1
642,0,3,1,0,1,0.0,5,0,29,2.0,U,0
643,1,3,0,0,0,1.0,0,1,15,3.0,U,0
644,1,3,1,1,1,0.0,3,0,22,2.0,U,0
645,1,1,0,1,0,2.0,1,0,25,3.0,4,1
646,0,3,0,0,0,1.0,0,1,17,0.0,U,0
647,1,1,0,1,4,3.0,0,1,35,3.0,1,0
648,0,3,0,0,0,2.0,0,1,18,0.0,U,0
649,1,3,1,0,1,1.0,0,1,31,0.0,U,0
650,0,3,0,0,0,1.0,0,1,17,0.0,U,0
651,1,2,1,0,1,1.0,1,0,19,2.0,U,0
652,0,3,0,0,0,1.0,0,1,30,1.0,U,0
653,1,3,1,2,1,1.0,0,1,29,0.0,U,0
654,0,3,1,2,1,1.0,0,1,28,0.0,U,0
655,0,2,0,0,0,1.0,2,0,25,3.0,U,0
656,0,3,0,0,0,1.0,0,1,21,0.0,U,0
657,0,3,1,2,2,1.0,2,0,29,2.0,U,0
658,0,2,0,0,0,1.0,0,1,28,1.0,U,0
659,0,1,0,1,0,3.0,2,0,26,3.0,4,0
660,1,1,0,0,4,2.0,2,0,29,3.0,U,0
661,0,3,0,1,0,2.0,0,1,17,0.0,U,0
662,0,1,0,0,0,2.0,0,1,26,2.0,5,0
663,0,3,0,0,0,2.0,0,1,16,0.0,U,0
664,1,3,0,0,0,1.0,1,0,27,1.0,U,0
665,0,2,0,0,0,1.0,2,0,18,3.0,U,0
666,0,2,0,0,0,1.0,0,1,27,1.0,U,0
667,0,3,0,0,0,1.0,0,1,26,0.0,U,0
668,0,3,0,0,0,2.0,0,1,15,1.0,U,0
669,1,1,1,0,2,2.0,1,0,49,3.0,3,0
670,1,2,1,0,2,2.0,2,0,61,3.0,U,0
671,0,1,0,0,0,1.0,1,0,22,3.0,2,1
672,0,2,0,0,0,3.0,0,1,27,1.0,U,0
673,1,2,0,0,0,1.0,0,1,21,1.0,U,0
674,0,2,0,0,0,2.0,0,1,26,0.0,U,0
675,0,3,0,0,0,1.0,0,1,30,0.0,U,0
676,0,3,0,0,0,1.0,0,1,29,1.0,U,0
677,1,3,1,0,1,1.0,0,1,23,1.0,U,0
678,0,3,1,0,2,2.0,7,0,39,3.0,U,0
679,1,1,0,1,0,2.0,1,0,34,3.0,2,1
680,0,3,1,2,1,1.0,0,1,19,1.0,U,0
681,1,1,0,1,0,1.0,0,1,18,3.0,4,1
682,0,3,0,0,0,1.0,0,1,27,1.0,U,0
683,0,3,0,0,0,0.0,7,0,27,3.0,U,0
684,0,2,0,0,0,3.0,2,0,33,3.0,U,0
685,0,2,0,1,0,1.0,3,0,38,3.0,U,0
686,0,3,0,0,0,0.0,5,0,24,3.0,U,0
687,0,3,0,0,0,1.0,0,1,17,1.0,U,0
688,0,3,0,0,0,1.0,0,1,31,0.0,U,0
689,1,1,1,0,1,1.0,1,0,33,3.0,2,1
690,1,1,0,0,0,1.0,1,0,23,3.0,2,0
691,1,3,1,1,1,0.0,1,0,18,1.0,U,0
692,1,3,0,0,0,1.0,0,1,12,3.0,U,0
693,0,3,0,1,0,1.0,0,1,16,0.0,U,0
694,0,1,0,0,4,3.0,0,1,15,2.0,U,0
695,0,2,0,0,0,2.0,0,1,26,1.0,U,0
696,0,3,0,0,0,2.0,0,1,16,1.0,U,0
697,1,3,1,2,1,1.0,0,1,32,0.0,U,0
698,0,1,0,1,0,2.0,2,0,24,3.0,3,0
699,0,3,0,0,0,2.0,0,1,40,0.0,6,1
700,1,1,1,1,2,1.0,1,0,49,3.0,3,0
701,1,1,0,0,0,2.0,0,1,32,2.0,5,0
702,0,3,1,1,1,1.0,1,0,21,1.0,U,0
703,0,3,0,2,0,1.0,0,1,21,0.0,U,0
704,0,3,0,0,0,1.0,1,0,23,0.0,U,0
705,0,2,0,0,0,2.0,0,1,46,2.0,U,0
706,1,2,1,0,2,2.0,0,1,29,1.0,U,0
707,1,1,0,0,0,2.0,0,1,33,2.0,5,0
708,1,1,1,0,1,1.0,0,1,20,3.0,U,0
709,1,3,0,1,3,0.0,2,0,49,2.0,U,0
710,1,1,1,1,4,1.0,0,1,48,3.0,3,0
711,0,1,0,0,0,2.0,0,1,18,2.0,3,0
712,1,1,0,0,0,2.0,1,0,24,3.0,3,0
713,0,3,0,0,0,1.0,0,1,26,1.0,U,0
714,0,2,0,0,0,2.0,0,1,21,1.0,U,0
715,0,3,0,0,0,1.0,0,1,42,0.0,6,1
716,1,1,1,1,1,2.0,0,1,29,3.0,3,1
717,1,2,1,0,1,1.0,0,1,35,1.0,5,1
718,0,3,0,2,0,1.0,0,1,19,2.0,U,0
719,0,3,0,0,0,1.0,0,1,28,0.0,U,0
720,1,2,1,0,1,0.0,1,0,33,3.0,U,0
721,0,3,0,0,0,1.0,1,0,25,0.0,U,0
722,0,2,0,0,0,1.0,0,1,28,1.0,U,0
723,0,2,0,0,0,2.0,0,1,23,1.0,U,0
724,1,1,0,0,0,1.0,1,0,29,3.0,5,0
725,0,3,0,0,0,1.0,0,1,19,1.0,U,0
726,1,2,1,0,2,1.0,3,0,43,2.0,U,0
727,1,3,1,2,1,1.0,0,1,24,0.0,U,0
728,0,2,0,0,0,1.0,1,0,31,2.0,U,0
729,0,3,1,0,1,1.0,1,0,29,1.0,U,0
730,1,1,1,0,1,1.0,0,1,29,3.0,2,1
731,0,3,0,1,0,0.0,0,1,24,2.0,U,0
732,0,2,0,0,0,2.0,0,1,20,0.0,U,0
733,0,2,0,0,0,1.0,0,1,26,1.0,U,0
734,0,2,0,0,0,1.0,0,1,28,1.0,U,0
735,0,3,0,0,0,1.0,0,1,20,2.0,U,0
736,0,3,1,0,2,2.0,4,0,39,3.0,U,0
737,1,1,0,1,0,2.0,0,1,22,3.0,2,1
738,0,3,0,0,0,1.0,0,1,18,0.0,U,0
739,0,3,0,0,0,1.0,0,1,18,0.0,U,0
740,1,1,0,0,0,2.0,0,1,27,2.0,4,1
741,0,1,0,0,0,2.0,1,0,29,3.0,3,0
742,1,1,1,1,1,1.0,4,0,37,3.0,2,1
743,0,3,0,0,0,1.0,1,0,17,2.0,U,0
744,1,3,0,0,0,1.0,0,1,18,1.0,U,0
745,0,1,0,0,4,3.0,2,0,28,3.0,2,0
746,0,3,0,0,0,1.0,2,0,27,2.0,U,0
747,1,2,1,0,1,1.0,0,1,21,1.0,U,0
748,0,1,0,0,0,1.0,1,0,25,3.0,4,0
749,0,3,0,2,0,1.0,0,1,23,0.0,U,0
750,1,2,1,0,1,0.0,2,0,17,2.0,U,0
751,1,3,0,0,3,0.0,1,0,19,1.0,5,1
752,0,3,0,0,0,1.0,0,1,32,1.0,U,0
753,0,3,0,0,0,1.0,0,1,18,0.0,U,0
754,1,2,1,0,2,2.0,3,0,32,3.0,U,0
755,1,2,0,0,3,0.0,2,0,25,1.0,U,0
756,0,3,0,0,0,1.0,0,1,28,0.0,U,0
757,0,2,0,0,0,1.0,0,1,24,1.0,U,0
758,0,3,0,0,0,1.0,0,1,28,1.0,U,0
759,1,1,1,0,4,1.0,0,1,56,3.0,2,1
760,0,3,0,0,0,1.0,0,1,18,1.0,U,0
761,0,3,0,0,0,2.0,0,1,30,0.0,U,0
762,1,3,0,1,0,1.0,0,1,21,0.0,U,0
763,1,1,1,0,2,2.0,3,0,41,3.0,2,0
764,0,3,0,0,0,1.0,0,1,22,0.0,U,0
765,1,1,1,0,2,2.0,1,0,36,3.0,4,1
766,0,1,0,1,4,2.0,0,1,25,3.0,U,0
767,0,3,1,2,1,1.0,0,1,18,0.0,U,0
768,0,3,0,2,0,1.0,1,0,19,2.0,U,0
769,0,3,0,0,0,1.0,0,1,32,1.0,U,0
770,0,3,0,0,0,1.0,0,1,22,1.0,U,0
771,0,3,0,0,0,2.0,0,1,23,0.0,U,0
772,0,2,1,0,2,3.0,0,1,17,1.0,5,1
773,0,3,0,1,0,1.0,0,1,15,0.0,U,0
774,1,2,1,0,2,3.0,4,0,37,2.0,U,0
775,0,3,0,0,0,1.0,0,1,39,0.0,U,0
776,0,3,0,2,0,2.0,0,1,16,0.0,6,0
777,1,3,1,0,1,0.0,0,1,29,1.0,U,0
778,0,3,0,2,0,1.0,0,1,23,0.0,U,0
779,1,1,1,0,2,2.0,1,0,53,3.0,2,1
780,1,3,1,1,1,0.0,0,1,20,0.0,U,0
781,1,1,1,0,2,1.0,1,0,41,3.0,2,0
782,0,1,0,0,0,1.0,0,1,22,2.0,4,0
783,0,3,0,0,0,1.0,3,0,22,2.0,U,0
784,0,3,0,0,0,1.0,0,1,16,0.0,U,0
785,0,3,0,0,0,1.0,0,1,34,0.0,U,0
786,1,3,1,0,1,1.0,0,1,25,0.0,U,0
787,0,3,0,2,3,0.0,5,0,25,2.0,U,0
788,1,3,0,0,3,0.0,3,0,26,2.0,U,0
789,0,1,0,1,0,2.0,0,1,24,3.0,2,0
790,0,3,0,2,0,2.0,0,1,24,0.0,U,0
791,0,2,0,0,0,1.0,0,1,19,2.0,U,0
792,0,3,1,0,1,1.0,10,0,23,3.0,U,0
793,0,1,0,1,0,2.0,0,1,24,2.0,U,0
794,0,3,0,0,0,1.0,0,1,21,0.0,U,0
795,0,2,0,0,0,2.0,0,1,18,1.0,U,0
796,1,1,1,0,4,2.0,0,1,27,2.0,4,1
797,1,3,1,0,2,1.0,0,1,16,1.0,U,0
798,0,3,0,1,0,1.0,0,1,28,0.0,U,0
799,0,3,1,0,2,1.0,2,0,52,2.0,U,0
800,0,2,0,0,0,1.0,0,1,20,1.0,U,0
801,1,2,1,0,2,1.0,2,0,43,2.0,U,0
802,1,1,0,0,3,0.0,3,0,35,3.0,2,0
803,1,3,0,1,3,0.0,1,0,31,1.0,U,0
804,1,3,0,0,0,1.0,0,1,23,0.0,U,0
805,0,3,0,0,0,1.0,0,1,25,0.0,U,0
806,0,1,0,0,0,2.0,0,1,22,0.0,1,0
807,0,3,1,0,1,1.0,0,1,31,0.0,U,0
808,0,2,0,0,0,2.0,0,1,17,1.0,U,0
809,1,1,1,0,2,1.0,1,0,46,3.0,5,0
810,0,3,0,0,0,1.0,0,1,22,0.0,U,0
811,0,3,0,0,0,2.0,0,1,17,2.0,U,0
812,0,2,0,0,0,2.0,0,1,25,1.0,U,0
813,0,3,1,0,1,0.0,6,0,34,3.0,U,0
814,0,3,0,0,0,1.0,0,1,26,1.0,U,0
815,0,1,0,0,0,2.0,0,1,16,0.0,2,0
816,0,3,1,0,1,1.0,0,1,28,1.0,U,0
817,0,2,0,1,0,1.0,2,0,18,3.0,U,0
818,0,3,0,0,0,2.0,0,1,32,0.0,U,0
819,0,3,0,0,3,0.0,5,0,28,2.0,U,0
820,1,1,1,0,2,2.0,2,0,50,3.0,2,1
821,1,3,0,0,0,1.0,0,1,17,1.0,U,0
822,0,1,0,0,4,2.0,0,1,31,0.0,U,0
823,1,3,1,0,2,1.0,1,0,18,1.0,5,1
824,0,3,0,0,3,0.0,5,0,28,3.0,U,0
825,0,3,0,2,0,2.0,0,1,15,0.0,U,0
826,0,3,0,0,0,1.0,0,1,12,3.0,U,0
827,1,2,0,1,3,0.0,2,0,21,3.0,U,0
828,1,3,0,2,0,2.0,0,1,28,0.0,U,0
829,1,1,1,0,2,3.0,0,1,41,3.0,2,0
830,1,3,1,1,2,1.0,1,0,39,1.0,U,0
831,1,2,0,0,3,0.0,2,0,31,2.0,U,0
832,0,3,0,1,0,1.0,0,1,14,0.0,U,0
833,0,3,0,0,0,1.0,0,1,22,0.0,U,0
834,0,3,0,0,0,1.0,0,1,22,1.0,U,0
835,1,1,1,1,1,2.0,2,0,27,3.0,5,1
836,0,3,0,0,0,1.0,0,1,16,1.0,U,0
837,0,3,0,0,0,1.0,0,1,19,1.0,U,0
838,1,3,0,0,0,1.0,0,1,15,3.0,U,0
839,1,1,0,1,0,2.0,0,1,20,2.0,3,1
840,0,3,0,0,0,1.0,0,1,27,1.0,U,0
841,0,2,0,0,0,1.0,0,1,24,1.0,U,0
842,1,1,1,1,1,1.0,0,1,23,2.0,U,0
843,0,3,0,1,0,2.0,0,1,26,0.0,U,0
844,0,3,0,0,0,1.0,0,1,19,1.0,U,0
845,0,3,0,0,0,2.0,0,1,19,0.0,U,0
846,0,3,0,0,0,1.0,10,0,24,3.0,U,0
847,0,3,0,1,0,2.0,0,1,18,0.0,U,0
848,0,2,0,0,4,1.0,1,0,17,3.0,U,0
849,1,1,1,1,2,2.0,1,0,44,3.0,3,0
850,0,3,0,0,3,0.0,6,0,39,3.0,U,0
851,0,3,0,0,0,3.0,0,1,19,0.0,U,0
852,0,3,1,1,1,0.0,2,0,23,2.0,U,0
853,1,1,1,0,1,1.0,1,0,25,3.0,4,0
854,0,2,1,0,2,2.0,1,0,45,2.0,U,0
855,1,3,1,0,2,1.0,1,0,26,1.0,U,0
856,1,1,1,0,2,2.0,2,0,42,3.0,U,0
857,1,1,0,0,0,2.0,0,1,22,2.0,5,1
858,1,3,1,1,2,1.0,3,0,37,2.0,U,0
859,0,3,0,1,0,1.0,0,1,16,0.0,U,0
860,0,3,0,0,0,2.0,2,0,23,1.0,U,0
861,0,2,0,0,0,1.0,1,0,27,1.0,U,0
862,1,1,1,0,2,2.0,0,1,51,2.0,4,1
863,0,3,1,0,1,1.0,10,0,33,3.0,U,0
864,0,2,0,0,0,1.0,0,1,22,1.0,U,0
865,1,2,1,0,2,2.0,0,1,24,1.0,U,0
866,1,2,1,1,1,1.0,1,0,28,1.0,U,0
867,0,1,0,0,0,1.0,0,1,36,3.0,1,0
868,0,3,0,0,0,1.0,0,1,27,1.0,U,0
869,1,3,0,0,3,0.0,2,0,31,1.0,U,0
870,0,3,0,0,0,1.0,0,1,17,0.0,U,0
871,1,1,1,0,2,2.0,2,0,48,3.0,4,1
872,0,1,0,0,0,1.0,0,1,24,0.0,2,1
873,0,3,0,0,0,2.0,0,1,27,1.0,U,0
874,1,2,1,1,2,1.0,1,0,37,2.0,U,0
875,1,3,1,1,1,1.0,0,1,32,0.0,U,0
876,0,3,0,0,0,1.0,0,1,29,1.0,U,0
877,0,3,0,0,0,1.0,0,1,20,0.0,U,0
878,0,3,0,0,0,1.0,0,1,18,0.0,U,0
879,1,1,1,1,2,3.0,1,0,45,3.0,3,0
880,1,2,1,0,2,1.0,1,0,44,2.0,U,0
881,0,3,0,0,0,1.0,0,1,18,0.0,U,0
882,0,3,1,0,1,1.0,0,1,28,1.0,U,0
883,0,2,0,0,0,1.0,0,1,29,1.0,U,0
884,0,3,0,0,0,1.0,0,1,22,0.0,U,0
885,0,3,1,2,2,2.0,5,0,36,2.0,U,0
886,0,2,0,0,4,1.0,0,1,21,1.0,U,0
887,1,1,1,0,1,1.0,0,1,28,2.0,2,0
888,0,3,1,0,1,0.0,3,0,40,2.0,U,0
889,1,1,0,1,0,1.0,0,1,21,2.0,3,0
890,0,3,0,2,0,1.0,0,1,19,0.0,U,0
